;meta[language=en]
; id      |key(hex)|key(str)| text
   1106254|00000000||Jacob proved a true expert on tales. The lumberjack readily explained to Geralt that the woman enchanted in the tree was Daphne, transformed out of great longing due to her deep love for the knight Gareth, whose return she awaited. Gareth had gone off to scale Lynx Crag, atop which he was to find the witch who dwelled there. He was to force her to lift the drought that plagued the land. Alas, the knight had not returned, and the tale from which the logger drew his knowledge said nothing about what had befallen the knight. if there was any answer to the mystery, if could only be found on Lynx Crag.<br>
   1155687|00000000||In a loggers' clearing near the village of Fox Hollow, Geralt happened upon a lumberjack named Jacob. The man claimed to have recently discovered an enchanted tree that seemed straight out of Herrera's Tales. He believed a young woman was imprisoned in the tree and desperately wished to free her. Though not one to believe fables and similar tales, Geralt nonetheless had to admit the tree was peculiar, for cut with an axe head it seeped not sap but human blood.<br>
   1104596|00000000||Examine the bleeding tree.
   1104597|00000000||Talk to Jacob the woodcutter.
   1104598|00000000||Find Sir Gareth's remains.
   1104600|00000000||Search the hut using your Witcher Senses.
   1104601|00000000||Go to Lynx Crag.
   1104602|00000000||Take Daphne's kerchief to the bleeding tree.
   1104603|00000000||Look for clues about how to lift Daphne's curse.
   1104604|00000000||Defeat the wraith from the bleeding tree.
   1104605|00000000||Return to Jacob the woodcutter.
   1105035|00000000||Find the bleeding tree.
   1105036|00000000||Examine the woodcutter's body.
   1105112|00000000||Place Daphne's kerchief by the tree.
   1125963|00000000||Return to the bleeding tree.
   1131329|00000000||Return to the witch to settle the score.
   1135049|00000000||Defeat the witch of Lynx Crag.
   1185751|00000000||Use your Witcher Senses to find Jacob the woodcutter's tracks.
   1185752|00000000||Follow the tracks to find Jacob the woodcutter.
   1185938|00000000||Kill Morholt.
   1188020|00000000||Find the entrance to the cave under Lynx Crag.
   1162539|00000000||Light the fires.
   1162540|00000000||Walk around the tree.
   1163286|00000000||Light the southern fire.
   1163287|00000000||Light the eastern fire.
   1163288|00000000||Light the northern fire.
   1163289|00000000||Light the western fire.
   1200839|00000000||Touch the tree and begin the disenchanting ritual.
   1104594|00000000||A Knight's Tales
   1205791|00000000||Descending the hill atop which stood Dun Tynne, Geralt came upon a wounded vintner begging for help. The dugout he had turned into a barrel storeroom was infested with monsters!<br>
   1205792|00000000||It was witcher's work in its purest form, and Geralt tended to the matter quickly.<br>
   1205793|00000000||The vintner thanked the witcher in hard currency, and our hero once again set off on his Path.<br>
   1205794|00000000||Kill all the monsters feeding in the cave.
   1205795|00000000||Return to your contract giver.
   1205790|00000000||Vintner's Contract: Dun Tynne Hillside
   1150251|10b6f66a||Bandit
   1180950|00000000||{Ismear y cea'dsaa… Toussaint esse ard drùis-dhai.} [Drunkenness and degeneracy… Toussaint is one vast bordello.]
   1180948|00000000||{Ioman diùcad esse cintaich de impireachd.} [This whole duchy is an offense to the Empire's majesty.]
   1180952|00000000||I wish you good day!
   1180954|00000000||I am so glad to be here!
   1168278|1c479ad6||Great Beggar's Ghost
   1214804|a59c409c||Dettlaff
    302655|9ae9a455||Boar
   1207204|21418195||Phantom of the Amphitheater
   1147948|00000000||Hm, scissors're completely dull. No way he could use these to cut hair.
   1100667|00000000||Lock's untouched. No attempt at forced entry.
   1145749|00000000||This jar's empty, too.
   1205819|00000000||No evidence of a break-in, no signs of a struggle. To my mind, he just went out to find ingredients for his pomade. Looks like he ran out… of pomade.
   1205821|00000000||Yes, indeed! He'd have gone into the meadows beyond the city to gather flower petals for it. Trolls must have devoured him! Or a cyclops! Splendid, either way!
   1205823|00000000||Think you could find the place using his map?
   1205825|00000000||Naturally.
   1092920|00000000||Empty pomade jar… Strong floral fragrance. Akh akh. Ugh, very strong.
   1104928|00000000||That's Jean-Louis' Special Floral Elixir! Recipe's a jealously guarded secret.
   1188856|00000000||Hmm… looks like he ran out.
   1147970|00000000||Dried flowers. Pretty fragrant, still…
   1097288|00000000||The coiffeur's log… A manicure, curling, Cintrian pendulum, Rivian ponytail, raftsman's do. Hm, long out of style in Novigrad.
   1105974|00000000||Ah, his appointments. Last one was a certain… Lady le Pompidou. Know her?
   1097290|00000000||Yes, a dear old bird. Jean-Louis's done her hair for a decade. Completely harmless.
   1164865|00000000||Sketch here, looks like a map. This mean anything to you?
   1164867|00000000||Hmm. I may understand where it points. But if so, there's naught there. Just fields and meadows…
   1205815|00000000||Around he looked, yet all was quite proper. "I see razors, pomades, but no blasted hair-chopper!"
   1205817|00000000||Mind being quiet for a minute? Think I might know what happened to the hairdresser.
   1205827|00000000||Lead the way, then.
   1163049|00000000||Think I understand--
   1163051|00000000||As do I! Perhaps.
   1164869|00000000||Mhhh.
    532236|002e06b1||Bard
   1148070|0675f0be||Regis
   1182517|00000000||Work parches me horribly.
   1182515|00000000||Uhh, did you tie one on last night, too?
   1182521|00000000||Drink! Give me a drink!
   1182519|00000000||My hands shake so bad, I cannot hold my tools!
   1196262|00000000||Achoo!
   1196264|00000000||Bloody hell.
   1191792|00000000||Me oh my… a job well done! Now you need but stick out your hand to be kissed, lift up your bum to make way for a cushion!
   1211056|7ef7c49a||Supervisor
   1135519|00000000||How might I help, friend? Do you need to swap currencies? Or perhaps a small loan at a reasonable rate?
   1135533|00000000||I'd like to change some coin.
   1135535|00000000||Naturally. How much do you wish to swap?
   1135512|00000000||Want to change some coin.
   1135537|00000000||Be back later.
   1135539|00000000||You know where to find me.
   1135513|00000000||Farewell.
   1135523|00000000||A regular customer is always a pleasant sight. Have you some custom for me?
   1135541|00000000||Psst, florens, orens, crowns - I've got them all! At preferential rates, too!
   1196715|00000000||Stay here, hunker down till dawn. Breath slowly, shallow breaths. Wont' be able to hear you, then. Understand?
   1196717|00000000||Y-y-yes.
   1159843|00000000||They'll not have my blood! Never!
   1159845|00000000||If I can just last the night…
   1160344|00000000||Deliver us, gods, from all fleders, bruxae and alps…
   1160342|00000000||Tell me, witcher, should I go at them with a stake? Or use temple-sanctified water?
   1160348|00000000||This is punishment for our many sins.
   1160346|00000000||That one, is he no vampire? He's pale… and has strange eyes.
   1160350|00000000||A silver sword? You must fight vampires with fire, that's what my nonni said!
   1160352|00000000||The palace awash with blood… Great gods.
   1196440|00000000||Faster! Crikey, faster!
   1196448|00000000||That's enough! We cannot hope to carry more!
   1196450|00000000||Shut your trap! You'd do better to keep a keen eye out for beasts. Or the Guard.
   1196452|00000000||Shhhh.
   1196454|00000000||He'll tell the Guard! He's got to die!
   1196458|00000000||Lovely, that armor! More loot once we're done with you!
   1196456|00000000||Many folk have died today. What's another corpse? No one'll give it a second thought.
   1196474|00000000||Virtues! You knights have forsworn the virtues! The gods have seen fit to punish us all!
   1196476|00000000||Shut your mouth! You'll draw them here!
   1196482|00000000||Dammit. Swarms of 'em. Probably better to go around.
   1196484|00000000||No way I'll get through there in one piece…
   1196488|00000000||Help! Help! Save me!
   1196490|00000000||Help me! I beg you!
   1196494|00000000||Aaargh! Aaargh! No! Help!
   1196492|00000000||Aaaaargh! Help me!
   1196591|00000000||A true champion slayer, you are. I thank you.
   1196589|00000000||Thanks… I would doubtless lie dead now were it not for your aid.
   1196597|00000000||Champion! Thanks be to the gods, the gods reward you!
   1196595|00000000||The beasts, I could barely see them. Gods, had you not come along… I…
   1196609|00000000||Ooph… I owe you my life, I do…
   1196611|00000000||Our champion! He'll fell the beasts, save all our skins!
   1196636|00000000||He's withdrawn to the palace. But his men… decimated.
   1196634|00000000||Word is he's holed up the bank. Barricaded in. But they'll not keep them out long.
   1196628|00000000||What the bloody misery is this?! What're our orders?! Speak!
   1196630|00000000||I don't know… It's a slaughter… Clement's unit, smashed… Cosma is dead…
   1196632|00000000||What of Captain Damien?
   1196650|00000000||N-n-n-n-no… P-p-p-please…
   1196652|00000000||B-b-b-bats… B-b-batfolk…!
   1173237|00000000||What can I forge for you today?
   1173235|00000000||Hip hip hullo!
   1197094|00000000||Bravo, bumbotching bravo! A thumping good show at the tournament, witcher!
   1197096|00000000||Behold, Geralt the witcher! The scourge of Starling Straggen and his hanse! Bravo, you old bumbasher!
   1197098|00000000||What a story! A lone witcher against a swarm of those stone-stingers… And he licked them, one and all!
   1198883|00000000||I heard you brought the hammer down on Fourfingers' hanse!
   1173239|00000000||Bastards! Mauls! Misericordes!
   1173241|00000000||Iron longs to be red hot!
   1173243|00000000||Watch it, or I'll take this hammer and--!
   1173245|00000000||Hold on. What's this supposed to mean?
   1191498|00000000||Fare thee unwell.
   1191500|00000000||Yes?
   1191502|00000000||Piss off.
   1191496|00000000||Kiss a dog's arse.
   1191504|00000000||Why'd y--?
   1191506|00000000||Mercy!
   1185698|44050005||Shelter Owner
   1195734|00000000||Now?! Or else?!
   1195736|00000000||Criminy!
   1195738|00000000||You're startin' to annoy me, grayboy.
   1176934|00000000||Expect me to thank you?
   1176944|00000000||Expect me to thank you? For taking such good care of the orphans?
   1176946|00000000||You care so much for their well-being… Hrmph, amusing. How do young witchers fare? How many survive your Trials?
   1176948|00000000||Don't change the subject. Not about to let you.
   1176950|00000000||Then get to the point.
   1176929|00000000||Did what you asked. Children's slaughter's the work of a garkain. One of those summoned by Dettlaff. Probably supposed to attack the city, children's scent lured it here.
   1188911|00000000||Yes… It carries quite a way. Its sweetness teases the nose, gets the mouth watering.
   1188913|00000000||Unseen Elder - where'll I find him. Talk.
   1153101|00000000||His lair lies west of the city, across the lake. Look for a cave near the shoreline… and this stone will open a hidden door.
   1153108|00000000||Not gonna take me there?
   1153111|00000000||I visit the Elder only when I absolutely must. You'll know why once you meet him.
   1179961|00000000||I'll come back for you one day. You realize that, right?
   1179963|00000000||Hm. Then I shall keep an eye out for you.
   1176936|00000000||I run into dilemmas all the time. Situations where it's hard to judge, hard to know what's right, make a decision.
   1176938|00000000||This is not one of them. You disgust me. And deserve to die.
   1176940|00000000||But?
   1176942|00000000||I'm in a hurry, and you're hiding behind a child. So you'll live this time. I'm letting you.
   1176933|00000000||You disgust me.
   1174627|00000000||I thought it would take you longer.
   1176916|00000000||It will. Still not done. Got one more thing to tend to. You.
   1176918|00000000||The orphanage - your wine cellar, right? A larder for blood?
   1174629|00000000||Tsk, tsk, tsk, I never said I helped these children out of the kindness of my heart.
   1176920|00000000||Go outside, little man. And lock the door behind you.
   1174633|00000000||No!!! Don't hurt her!
   1176930|00000000||Lady Orianna took care of us! She took us off the street, brought us sweets, sang to us! Leave her be!
   1176932|00000000||You see, witcher? The world's not black and white, it's shades of all kinds. I drank from the children, true… but never so much as to kill. And I gave them a great deal in return.
   1174617|00000000||Orianna?
   1174619|00000000||Aaargh…. Ugggh…
   1174622|00000000||Release him. Now.
   1153835|00000000||Pack the dirty rags in the tub, I'll see to the suds and water.
   1178057|00000000||Take the stick and stir the rags. Water's almost boiled.
   1190049|1c33fe10||Longlocks
   1048438|cb8e3ab1||Horse
   1145514|71059420||Jean-Louis Ludovic
   1084791|556b4d0a||Contestant
   1165516|00000000||That twisty twit, Anarietta… Fate kick her…
   1165514|00000000||They speak of my drinking, but never think of my thirst!
   1165520|00000000||Go on! Git!
   1165518|00000000||Pish off!
   1201526|00000000||A feast without Butcher of Blaviken - why, it's like a rider short a saddle!
   1148427|53165ea8||Tremblay
   1210113|059a803d||Broom
   1162859|00000000||Looking to scrap and roil?
   1194605|00000000||You shoo away the Beast, sugarlips? You?
   1162863|00000000||Wine is dearer, wenches are dearer…
   1162861|00000000||I wee on the Ducal Guard.
   1162865|00000000||Keep talking, I've got shivers already.
   1162867|00000000||So, shall we dance?
   1162869|00000000||Grab your poker and hop to it! Boom, boom!
   1162871|00000000||Aye-yay-yay!
   1162873|00000000||Bwak bwak, bleeding, shash chash!
   1198296|00000000||Prohibition. That's what's required while we mourn the duquessa.
   1178105|00000000||Yuu. Drink! Food! The only words they know.
   1178107|00000000||Aim to hop on a horse after making merry?! Don't even consider it!
   1178109|00000000||That is just rude!
   1178111|00000000||Guards! Help!
   1178115|00000000||Yes?
   1178113|00000000||Greetings.
   1178530|00000000||Her Grace would like a moment alone. Begone.
   1189529|00000000||Papaaaaaaaa…. When will we go to Uncle Durand's?
   1193011|00000000||We shan't. At all. Not ever.
   1193013|00000000||But you promised! Uncle Durand said he'd throw a ball in his garden! With lovely elven statues!
   1193015|00000000||Yes… lovely and dangerous. Listen to me, Fifi, you must stay in the house. And that's the last I want to hear of this.
   1193017|00000000||But Papaaaaaa….
   1133345|00000000||Merchant
   1184463|e282f95d||Roderick of Dun Tynne
   1201589|00000000||Ugh… Got too much of a good thing. Well, died happy, at least.
   1164853|00000000||Poor, poor Hughes.
   1164851|00000000||I cannot believe he's gone…
   1170446|00000000||It's horrible…
   1164855|00000000||Leave me be.
   1188591|00000000||Toussaint is once more a land of peace and order - thanks largely to your valor.
   1188585|00000000||That's quite the splendid villa the duquessa gave you, Sir Witcher.
   1188587|00000000||There's a face no ointment could help…
   1188589|00000000||Work doth one ennoble, sloth doth one gratify.
   1188593|00000000||Consider yourself greeted.
   1188597|00000000||Welcome.
   1198998|00000000||I shall hitch my wagon and set off for the monument works at once. They await me there.
   1198992|00000000||Save me! Please, sir!
   1188595|00000000||Help me, anyone! He's a madman!
   1198996|00000000||Thank you, good sir! You would be the famous witcher, would you not?
   1214847|00000000||Exactly.
   1188583|00000000||Excuse you!
   1199000|00000000||Sacrayblue! The monument's come a long way! All thanks to you, witcher!
   1198994|00000000||Lebioda's weeping wounds! They'll devour me! Help!
    475179|0dd9e80e||Vampire
   1191293|00000000||Hullo!
   1191295|00000000||Leave me be!
   1191297|00000000||Muuum!
   1191307|00000000||I don't believe you!
   1191289|00000000||Saw some dead folk…
   1191291|00000000||Ah-choo!
   1191299|00000000||Owww!
   1191303|00000000||Huaa-agh!
   1191305|00000000||Daddy! Help!
   1191301|00000000||Stop it!
   1069326|e0351e50||Treasure Chest
   1191871|00000000||Mornin', mornin'. Think I'm gonna spew.
   1191873|00000000||Whaddaya want from me?
   1191875|00000000||I'm busy. Workin'.
   1191877|00000000||Where you walkin'?! Dimwit!
   1191879|00000000||Oh jeepers!
   1191881|00000000||Call the Guard!
   1156410|00000000||<i>A knight errant might manage to kill a ghoul and a peasant with a pack of dogs can at times take down a bear. Yet let us make one thing clear: not even the finest steel armor ever forged or the collar bone of Saint Plegmund himself will give a mortal man any chance of surviving a fight against the creatures that dwell deep beneath the earth.</i><br> – veteran Toussaint Ducal Guardsman, briefing new recruits<br>
   1173830|00000000||Imagine a creature that kills men, feeds on kikimore eggs and digs underground tunnels so wide they’d fit the emperor of Nilfgaard’s coronation carriage along with a team of six horses. And now imagine this creature digs with such force, the earth quakes and the houses up above tremble and collapse. Noting these symptoms, Geralt was at first unsure what sort of a beast he could be dealing with, knowing only that he needed to be very, very careful.<br><br>Only after he carefully examined the monster’s tracks did he realize it had to be an aged female shaelmaar.<br>
   1173833|00000000||The monster destroying Tufo turned out to be an old shaelmaar matriarch. Geralt hunted it down and fought it deep under the ground.<br><br>Though blind like all members of its species, this creature could easily maneuver by sensing vibrations and noises. As long as Geralt stood quiet and motionless, he was safe. Yet if he took one step or breathed a bit too loud, the matriarch would start moving in his direction with great speed.<br><br>Geralt had a very difficult time taking out this monster, whose armor could not be pierced by any of his weapons. In the end, however, he succeeded and the monster of Tufo was no more.
   1156409|00000000||The Monster of Tufo
    538568|ec216618||Innkeep
   1184915|00000000||Old de Bourbeau had a farm, E-I, E-I-O!
   1184917|00000000||Liar! Liar! Hose on fire!
   1186375|bc18d5a7||Joss
   1191800|00000000||Huzzah, honey dumpling! After a feat like that, I've half a mind to kiss you!
   1202133|00000000||Greetings, monster mangler.
   1202135|00000000||A witcher means trouble. Always!
   1202139|00000000||Let's plough this new faction outta the whoresons' heids!
   1202141|00000000||I'll cleave the cunts then dance on the bits!
   1202137|00000000||Arse-ram this rabble!
   1201323|01936e64||Squire
   1191590|00000000||Welcome, White One.
   1191592|00000000||Greetings.
   1191594|00000000||Oh?
   1191596|00000000||What are you doing?
   1162803|00000000||Scram, you prat! I'm begging here!
   1162801|00000000||What is it, you daft duffer!?
   1162805|00000000||Help a beggar and the Beast will spare you!
   1162807|00000000||The Beast will gobble up all of you! It will slurp your slitherings!
   1150656|cb142e06||Syanna
   1188874|00000000||<i>If you must travel through the woods, steer clear of any places where you can hear several different kinds of birds at once. That sound means you’re entering a bruxa’s territory and can kiss your life farewell.</i><br>– anonymous piece of advice</i><br><br>Fortunately for us all, bruxae are rare creatures. Most live far from population centers, for they care greatly for their own safety and make their lairs in places where they cannot be taken by surprise. Those who decide to live near men avoid crowds and emerge from their shelters only at night. When they do, one could almost mistake them for delayed travelers hurrying towards their night’s lodging, yet subtle details give them away: their close ties to birds, their piercing voices and the breathtaking speed of their movements. Bruxae are far swifter and stronger than men, but their greatest asset is their ability to turn invisible.<br>
   1208638|00000000||Bruxae dart about with uncanny speed, and with their power of invisibility they can easily confuse opponents and attack unexpectedly or from behind. Thus when fighting these vampires the Moon Dust bomb is a great aid – while it cannot eliminate the vampire’s invisibility altogether, it can make it easier to track its motions. A generous smearing of vampire oil is also effective.<br><br>Bruxae use their sharp claws to attack and can easily break through an opponent’s guard by buffeting him with a hail of blows from all directions. They will try to bite their prey and drink its blood once it is weakened, so every witcher who expects to encounter such a monster should swallow a Black Blood potion beforehand. Bruxae are also known for their sonic attacks, which knock down and stun their prey.
   1188873|00000000||Bruxae
   1092717|00000000||That oughta do it.
   1092719|00000000||Already started in on it. Hope they didn't muck up the tracks.
   1123267|00000000||What the hell happened here…?
   1200578|00000000||Traces of draconid blood, barely perceptible. I'm on the right track.
   1201298|00000000||Good thing I incinerated those eggs back there. Now to collect my reward…
   1201300|00000000||Blood… Draconid must've hit it pretty hard. Dropped the cow, then probably tried to steady its flight. Got hurt in the process.
   1201302|00000000||Good. Should be simple to track down.
   1201306|00000000||Started bleeding, heavily. Wound was more serious than I thought, looks like.
   1201308|00000000||Paw prints. Crawled through here. Clearly too tired to fly.
   1201304|00000000||Landed on the roof of the distillery. Raised a ruckus, made a mess, then moved on…
   1201336|00000000||Dammit… Half-eaten body with… scorch marks? Hmm, definitely not a wyvern.
   1201629|00000000||Slyzard - gotta be. They breathe fire.
   1201338|00000000||Mhh, had it right. Slyzards stole the cows. Well, killed them already. Maybe now I can get someone to pay me for it.
   1201667|00000000||*Sniff sniff* Hmm. Smells like… sour mash. Draconid must've attacked a local distillery. Bastard.
   1204696|00000000||Aha. So it's a slyzard…
   1123616|00000000||Right. High time I collected a trophy.
   1092715|00000000||Rest of the eggs haven't hatched yet. Need to burn the whole nest.
   1207699|00000000||Heeeelp!
   1207701|00000000||What are these creatures?!
   1207703|00000000||You shall not have me alive!
   1188775|00000000||Hey! Watch it!
   1198758|00000000||Eh, I've no time for gossip!
   1198756|00000000||It defies belief…
   1200586|00000000||Vermentino this, Coronata that… Peace at last!
   1198911|00000000||Oh, I hate them, I truly do… those maggots from Vermentino.
   1188783|00000000||Our duchess… Leaping Lebioda! How did it ever happen?!
   1188781|00000000||You freed us from the Beast. Perhaps you could free me from my lumbago?
   1188779|00000000||Diddlysnaps… my back aches something horrid…
   1188777|00000000||Every day the same - wine, wine and more crackswaddling wine. It's enough to drive you batty.
   1188785|00000000||Don't hurt me… Please!
   1198764|00000000||The word is the witcher commanded the Guard to chomp on garlic. So as to gain strength to fight the vampeers. The guardsman ate through the Pheasantry's whole supply!
   1198762|00000000||They say some daffy city girls try to summon ghosts in the old amphitheater!
   1198760|00000000||I hear there's a farm by the lake whose sheep-shearer was once hairdresser to the duchess!
   1188789|00000000||Does life suit you here, witcher?
   1188787|00000000||Good day!
   1125948|c91f9288||Rainfarn of Attre
   1191848|00000000||I'll finally be able to drink in peace… And I'll drink to your health, witcher!
   1153824|00000000||Psst. I've a date with freedom, we're to elope. Wedding party's assembled. You in?
    350968|456c422e||Fisherman
   1075448|b1e3ad28||Servant
    432590|d184d9f7||Wraith
   1187538|eeec8b3b||Dun Tynne Guard
   1208890|05a5b855||Clerk
   1191818|00000000||Thank the gods, witcher! Thank the gods for you!
   1193851|00000000||Can I help somehow?
   1193853|00000000||Take good care of yourself.
   1206269|00000000||I see no ducals along the road.
   1206273|00000000||Roderick was right. We can flee, we'll manage!
   1201956|00000000||They must not be guarding it.
   1202214|00000000||Bloody botch! What was that?!
   1191269|00000000||Gargoyles… Ah, fiddle my fum!
   1191271|00000000||Thanks, witcher! You're a stand-up chap!
   1201067|00000000||Halt. No passage. Sir Roderick does not wish to see any guests.
   1201069|00000000||You're not to go anywhere.
   1123793|d084683e||Panther
   1171818|00000000||I believe I've a fever…
   1171816|00000000||I'm not feeling so well…
   1171820|00000000||Drunkenness… should be outlawed!
   1171822|00000000||My legs… I can't feel my legs!
   1201504|00000000||A bottle of Geralt of Rivia on the table, and all your problems are forgotten!
   1209514|00000000||All is in order!
   1209516|00000000||Keep calm! Start no brawls!
   1209512|00000000||Botch my bum, vampires! Real live, flesh, filth and blood vampires…!
   1209518|00000000||Don't let him gain momentum!
   1209526|00000000||Her Grace! Anna Henrietta!
   1209522|00000000||Your bottom's as good as kicked!
   1209524|00000000||Son of a scag!
   1209520|00000000||Onward! For Beauclair!
   1209528|00000000||Out of my way!
   1209530|00000000||Oh, damn my luck…
   1209532|00000000||I know, I know - the duchess' favorite. But that doesn't mean you can twirl and do cartwheels.
   1209534|00000000||Formation! Don't disperse!
   1209536|00000000||Sheathe your weapon, traveler. Please?
   1209538|00000000||Oh, feck! Feck, feck, fudge, crud!
   1209540|00000000||Unwise through and through!
   1209542|00000000||Thoroughly wise!
   1209546|00000000||Yes?
   1209544|00000000||Is it not evident I'm busy?
   1201940|00000000||I'll spoon out your entrails! Then do the same to that hack-handed hairdresser!
   1201942|00000000||I shall slaughter that shit-stylist! Out of my way!
   1197012|00000000||Look at m'Lordlin', sobbin' over the vermin filth.
   1197827|00000000||Let him be, Jamor. Blubbered a fair bit yourself when wolves nabbed your Helmet.
   1197829|00000000||What do you mean? You sayin' we's like them wolves?
   1197831|00000000||No, muttonhead. Beast were to the noble what Helmet were to you.
   1197833|00000000||Basilisk as a pet, a hunting dog? The notion were wrong to start with.
   1197014|00000000||Iocaste, my poor Iocaste. Cruelly slaughtered like a common beast…
   1186624|00000000||Vermin's tail - could do with a bit of that. Roasted, served with fresh collard greens.
   1186620|00000000||Basilisk beat, quick and thorough - that augurs well.
   1186622|00000000||That was some fine twirling, feet and blade, witcher.
   1186618|00000000||We've got a damn good reason to celebrate!
   1175788|00000000||An' we'll get word o' you to some folk, merchant folk, meanin'. They ought to treat you right.
   1175790|00000000||Thanks. And farewell.
   1171434|00000000||A stroke of luck, that, to fight at a true witcher's side! Prime the way you swung that razor, mate.
   1171436|00000000||Mentioned some fee from a guild? I hear you right?
   1171438|00000000||Hah! Witcher drives right for the gut! A professional, right thorough. Your share, friend. Every last copper, as we agreed.
   1197877|00000000||We'll collect us a few of them silver scales and the tail. Proof for the guild, right?
   1135656|ebecb644||Beann'shie
   1186049|00000000||You seek someone?
   1186047|00000000||Ahh. Sir witcher.
   1186053|00000000||Phew phew phew! Phee phee phee!
   1186051|00000000||Trah lah lah, lee lah lalah!
   1177724|00000000||Yes…?
   1177722|00000000||What do you want?
   1177728|00000000||Head positively whirling…
   1177726|00000000||Ach, I just need to pour, without tasting it first…
    357982|eee47c98||Unicorn
   1202200|00000000||Good tidings?
   1202202|00000000||Greetings, Geralt.
   1208381|00000000||For Lady Vivienne!
   1208385|00000000||Toussaint! Launfal!
   1208383|00000000||Attaaaack!
   1202204|00000000||For Lady Vivienne!
   1202208|00000000||Toussaint! Launfal!
   1202206|00000000||Attaaaack!
   1173462|00000000||Please go.
   1173458|00000000||Sorry. Artists in The Mandragora, and their guests, only.
   1173550|00000000||As I said, only Mandragora artists allowed. Nothing I can do.
   1173548|00000000||Sorry, only artists in The Mandragora allowed.
   1184228|00000000||Looking for Cecilia Bellante. Seen her?
   1184230|00000000||She's in her dressing room. Where she went with a nobleman. They clearly… were drawn to each other.
   1184234|00000000||What'd the man look like?
   1184236|00000000||Tall, broad shouldered. A black beard peeping out from under his mask. And he spoke with a foreign accent, a drawl of sorts.
   1184232|00000000||That must be him…
   1184238|00000000||We must get to the dressing room. Quickly.
   1184240|00000000||Yes, Your Grace! I'll take you.
   1184242|00000000||No, stay here. Anyone tries to flee, you stop them.
   1184244|00000000||Understood!
   1184221|00000000||Seen Cecilia Bellante?
   1184222|00000000||Don't tell anyone you've seen us.
   1184224|00000000||I hope we can count on your discretion…
   1184226|00000000||Of course! I shall be silent as the grave.
   1173552|00000000||Come, we must consider what to do.
