;meta[language=en]
; id      |key(hex)|key(str)| text
   1100518|00000000||That's no excuse, Horst. And it won't save your life.
   1100521|00000000||You two! Stand with me! I'll not let the Redanians lay a hand on you! Give you whatever you want!
   1098925|00000000||Right. Should've known. Same eyes, same double chin, same rotten heart.
   1100516|00000000||Just one question. This family reunion - what's the point?
   1100513|00000000||Should've known.
   1098939|00000000||Stone me stupid and slap me happy.
   1098886|00000000||You don't know who you're fucking with!
   1098919|00000000||On the contrary. I know all too well.
   1098921|00000000||…
   1100510|00000000||E-Ewald?!
   1100512|00000000||Greetings, brother. Been years.
    171353|39b3095b||Redanian Soldier
   1124103|63350492||Fallen Knight
    595891|fbee3e23||Peasant
   1127191|00000000||Found your diagrams.
   1127201|00000000||Managed to recover all your diagrams.
   1127203|00000000||Ah, one to be relied on, this I knew! You restore the faith I might have in men, for I've now received aid from a stranger in even this land most barbarous.
   1127734|00000000||Don't mention it, really.
   1127736|00000000||As agreed, I shall draft you duplicates, though it may take a day. Be so kind as to return the morrow. Your reward I will have for you.
   1127205|00000000||All right. Tomorrow, then.
   1127206|00000000||Here to pick up those diagrams.
   1127208|00000000||The diagrams, their duplicates - ready?
   1127210|00000000||In fact, yes. They are yours to take, with my gratitude.
   1127212|00000000||Thanks. Farewell to you.
   1111073|00000000||Hhhhhhsss…
   1111071|00000000||Grrrrrrrrrrrrrrrr!
   1111069|00000000||Grrr!
   1111075|00000000||Argh!
   1111067|00000000||Graaaah!
   1111264|00000000||So, how should I address you?
   1111266|00000000||As you did now. We'd rather keep our names to ourselves.
   1111244|00000000||Arrrggh!
   1128491|00000000||Graves… unmarked. Laid out in rows, like garden beds.
   1131084|00000000||Hey!
   1131086|00000000||Hear me?
   1131089|00000000||Other thief. Body's mutilated.
   1128494|00000000||Who are you?
   1128496|00000000||Damn!
   1126010|00000000||What the hell…?
   1128641|00000000||Gotta be careful…
   1123495|002e0c34||Black Cat
   1123186|b5282504||Wedding Guest
   1114450|00000000||Oi! Hey! Open the gate!
   1129218|00000000||Hah!
   1129216|00000000||Be swift! I would see you at full speed!
   1129214|00000000||Take your mount to her limits!
   1113953|00000000||Mm, sour rye soup - that'd do me.
   1113955|00000000||My fists are itchin' for a fight.
   1113957|00000000||Ogh, turtle's pokin' its 'ead out.
   1113961|00000000||The ataman - he's the one you want.
   1113959|00000000||Ehh…
   1113963|00000000||Fuckin' wanker!
   1113965|00000000||Witcher.
   1134687|f6481d1d||Master Topical
   1126143|8f496936||Wild One
    452728|af91b76f||Ghoul
   1114938|00000000||Robbing a building requires, at a bare minimum, finding a way inside it. The mysterious man who convinced Geralt to take part in the heist determined the only way to break into the carefully guarded auction house was via an adjacent tower. Geralt thus needed to hire someone capable of climbing up its glass-smooth outer wall and dropping a line down to the others. Only two maestros of the burglar's trade could perform such a feat: Hugo Hoff, affectionately known as "Beef Patty," and Eveline Gallo, alias  "the Ermine."<br>
   1114939|00000000||Unfortunately, Hugo Hoff was unable to join the witcher's crew. The reason was a common one in criminal circles – someone had fitted him with a stone necktie and tossed him in a deep stretch of the Pontar. The halfling had learned the hard way that, all too often, crime does not pay.<br>
   1114940|00000000||In the end, Geralt recruited Eveline Gallo to join the heist. This was not a very difficult task – he had the impression the performer was just waiting for an excuse to escape from the circus tent for a moment and once again savor the taste of a true adventure.<br>
   1107464|00000000||Convince Eveline Gallo to participate in the robbery.
   1107467|00000000||Shoot the apples with your crossbow.
   1107468|00000000||Talk to Eveline about joining your crew.
   1107469|00000000||Go to the house where Hugo Hoff is hiding.
   1107470|00000000||Explore around the house using your Witcher Senses.
   1107471|00000000||Follow the tracks using your Witcher Senses.
   1107478|00000000||Defeat the bandits.
   1107479|00000000||Look around the bottom of the river.
   1135579|00000000||Search the bottom of the river for Hugo Hoff's body.
   1107509|00000000||Search the riverbank for clues using your Witcher Senses.
   1107480|00000000||Return to shore.
   1107463|00000000||Open Sesame: Breaking and Entering
   1137612|12c9ae62||Ernest von Everec
   1115214|00000000||And a one… two… three…
   1115216|00000000||I'll bloody show you.
   1115218|00000000||Do I ever love this job!
   1115213|00000000||What now, wolf?
   1115212|00000000||Aye, Geralt?
   1137321|00000000||I'd have preferred to resolve this elsewise. Stolen the scrolls, thrown you out into the street. Revenge is best served cold, after all.
   1137323|00000000||But I don't mind servin' it hot. No.
   1137325|00000000||I beg you. Mercy! For your brother! I shall do anything you ask!
   1137327|00000000||Truly? Anythin'?
   1137329|00000000||Anything!
   1137331|00000000||Sign over to me all that you own. Then walk out as you stand, with just the clothing on your back.
   1137333|00000000||Allow me one thing. Any one thing!
   1137336|00000000||Fifteen years! In the sewers! Beggin'! Like a beast! And you've the cheek… to plead?!
   1137339|00000000||Take that.
   1114338|00000000||I'd have preferred to resolve this elsewise. Stolen the scrolls, thrown you out into the street. Revenge is best served cold, after all.
   1114340|00000000||But I don't mind servin' it hot. No.
   1114342|00000000||I beg you. Mercy! For your brother! I shall do anything you ask!
   1114344|00000000||Truly? Anythin'?
   1114346|00000000||Anything!
   1114348|00000000||Sign over to me all that you own. Then walk out as you stand, with just the clothin' on your back.
   1114350|00000000||Allow me one thing. Any one thing!
   1114353|00000000||Fifteen years! In the sewers! Beggin'! Like a beast! And you've the cheek… to plead?!
   1114356|00000000||Take that.
   1114321|00000000||Look. Even your accomplices have turned against you.
   1114323|00000000||But not I. A brother once, a brother always. I'm prepared to forgive you.
   1114325|00000000||Is that so?
   1114327|00000000||On one condition - that you acknowledge me as head of the family. And bow before me.
   1114330|00000000||I might've fallen prey… had I not known you.
   1114332|00000000||But I do, Ewald. The bad shilling that always turns up.
   1114335|00000000||Bathe and dress him for the funeral. Something presentable - I'll not have him bring me more shame.
   1104766|00000000||Lots of scratches on the floor. Hm… just here, though.
   1104762|00000000||Single place setting, no others on the table.
   1127500|00000000||You actually ate from these bowls?
   1131907|00000000||Of course not. I already told you, we're not animals.
   1131909|00000000||But the Caretaker would set them out all the same. As ordered.
   1118836|00000000||Olgierd von Everec failed to understand we'd never be able to replace him.
   1118838|00000000||His specter now casts a shadow over Lady Iris' every remembrance.
   1111292|00000000||Another monstrosity? I begged you to stop this. Those two are two too many as it is.
   1117066|00000000||The dog and cat keep you company. This one will protect you, care for the house. No matter what happens.
   1117072|00000000||Before, I wished to know what was going on in that head of yours. I thought perhaps I could help.
   1126919|00000000||Now I care not the slightest what you think or how you feel.
   1126921|00000000||I… feel nothin'.
   1126923|00000000||Just as I no longer know if I still hate you. Go, Olgierd. I want you out of my sight.
   1104764|00000000||Animal hair.
   1098955|00000000||I remember… We spent much time together here, the three of us.
   1131891|00000000||In silence.
   1131893|00000000||We'll take our places. The same as then.
   1131895|00000000||You do the rest.
   1128568|00000000||So he was present, too.
   1127108|00000000||Claw scratches.
   1131910|00000000||A platter… Hmm…
   1131912|00000000||Small bowl. For soup, maybe?
   1131914|00000000||A large clay bowl…
   1132117|00000000||Hmm… something's not right…
   1132119|00000000||Think this was yours.
   1132121|00000000||There we go.
   1132123|00000000||Got something wrong.
   1132125|00000000||Perfect match.
   1132127|00000000||Probably not right…
   1128126|00000000||And the Order of the Flaming Rose shouldn't be brewing narcotics.
   1128134|00000000||So you've become bandits.
   1128137|00000000||So you turned rogue. That your idea? Wonder what Siegfried of Denesle would say.
   1128139|00000000||Siegfried of Denesle would-- But how do you even--?
   1128135|00000000||Congratulations. And goodbye.
   1128141|00000000||What can I say? You've done well. Before long you'll be another Salamandra. Congratulations. I'm outta here.
   1128144|00000000||Salamandra? Wait, wait…
   1128146|00000000||I know you. You're Geralt of Rivia. Jacques de Aldersberg's killer.
   1128148|00000000||None other. And if I had to go back, I'd do it again.
   1128150|00000000||That was the start of our downfall. You were the beginning, accursed mutant! Draw your blade.
   1128152|00000000||No need to yell. Just ask, politely.
   1125489|00000000||Honestly? Couldn't give a shit about your grief. Not the tiniest, runniest, greenest little shit in the world.
   1125491|00000000||You persecuted others, destroyed them. Now you've met with that same fate. So, you got exactly what you deserved.
   1128116|00000000||A witcher-moralist. Amusing. But… feel I've met you somewhere before.
   1128133|00000000||Honestly, don't give a damn.
   1128128|00000000||True, we shouldn't. We're supposed to defend the downtrodden. Spread faith in the Eternal Fire.
   1128130|00000000||But Radovid tricked us. He broke his oath, sent our brethren to the front as common grunts. And once the mighty Order was bled dry, he disbanded us.
   1128402|00000000||Took our lands, confiscated our demesnes to finance his war. The brethren who didn't object were appointed mage hunters. Those who took umbrage, dared to stand up to him, they were imprisoned or exiled.
   1128132|00000000||We're but a handful who still wear the colors. And we must find a new place in this world.
   1128124|00000000||And knights of the Flaming Rose shouldn't be murdering humans. Or producing drugs.
   1128118|00000000||Bloody hell? Who the devil are you?
   1128120|00000000||I'm a witcher. Or, as your brethren prefer to call me - a "mutant," a "freak."
   1128122|00000000||You shouldn't be in here.
   1055097|1084682c||Peasant
   1125174|00000000||Looking to sell a painting.
   1125176|00000000||Got a painting I'm looking to sell.
   1125178|00000000||Good for you. But why come to me about it?
   1125180|00000000||Cause it's a van Rogh. Heard you might--
   1125182|00000000||A van Rogh?! I'll take it! Now, where's my purse…?
   1125315|00000000||Hm. I haven't much just now. But I'll add a bit of loot. Another witcher left it as collateral. What was his name? Gaetan?
   1125184|00000000||That so? Interesting… Thanks.
   1137138|00000000||When Geralt visited Olgierd von Everec to hear his third and final wish, he learned the rough and rowdy ataman had once been married. At some point he had left his wife, however, and gave her a violet rose as a parting gift. Geralt's task was to find this rose somewhere in the von Everecs' abandoned manor. When he arrived there, he discovered the estate was haunted by a malicious wraith tied to Olgierd's wife, Iris, who had died of loneliness years prior. Her rage and remorse now filled her former house with evil energy.<br>
   1137139|00000000||Geralt gathered up Iris' remains and buried them in the manor's garden. He did this both out of simple human decency and cold calculation, for he knew this act would calm her unsettled spirit and lead him to the violet rose. During the funeral a now quieted Iris appeared to Geralt and took him on a journey to a world which existed only in her mind. This "painted world" consisted of her fears and memories, which Geralt now had to confront.<br>
   1137140|00000000||Iris von Everec's memories first recalled happy days spent in Olgierd's company, then became darker and darker. In fact, even the sunnier ones had an ominous cloud hanging over them – an uneasy feeling something horrible would soon happen. Iris von Everec had been a sensitive woman and noted subtle changes in her husband's behavior. She had lacked the courage, however, to delve into their cause.<br>
   1137141|00000000||Olgierd von Everec’s heart had turned to stone, turning him into a monster. Iris hated what her husband had become, but could not stop loving him. The couple endured together in a painful cohabitation until Olgierd ended it by abandoning his wife. Iris never came to terms with their separation, could not, in fact, even bring herself to read her husband’s farewell letter. Yet the violet rose he gave her upon leaving she kept, making it a focal point for all the longing and love raging in her soul. When she died, these unresolved feelings kept her spirit in this world and continued to cause her suffering.<br><br>The witcher’s intervention helped Iris accept what had happened to her and her husband. When he asked for the rose, she agreed to give it him, knowing this would put a final end to her pain and suffering – and also her very existence.
   1137142|00000000||Olgierd von Everec’s heart had turned to stone, turning him into a monster. Iris hated what her husband had become, but could not stop loving him. The couple endured together in a painful cohabitation until Olgierd ended it by abandoning his wife. Iris never came to terms with their separation, could not, in fact, even bring herself to read her husband’s farewell letter. Yet the violet rose he gave her upon leaving she kept, making it a focal point for all the longing and love raging in her soul. When she died, these unresolved feelings kept her spirit in this world and continued to cause her suffering.<br><br>The witcher’s intervention helped Iris accept what had happened to her and her husband. She was now free to dissolve into the ether, but the thought of this horrified her. She thus entrusted her fate to the witcher, who was unwilling to deprive her of existence. She thus remained in our world by entering a painting which Geralt then delivered to Olgierd. Her sad eyes stared out at him from that canvas for the rest of his life.
   1137137|00000000||Iris von Everec
   1131147|00000000||Didn't bargain for no storm. Afeared that means a tidy jump in my fee.
   1131149|00000000||To Ofier get us safely. The king's reward will be generous.
   1131152|00000000||What about the prisoner?
   1131156|00000000||Before the king we must bring him. On doing so my honor relies.
   1131158|00000000||Can't we just bring your king the bastard's head? Like we're doin' with the other?
   1131160|00000000||The other drowned. We could do nothing. We deliver live this one.
   1131162|00000000||Apart from all else, the hell the king is sure to condemn him to, I wish to see it.
   1131164|00000000||What kind of hell?
   1131166|00000000||Tarring, flaying and quartering - this the punishment for regicide entails.
    515159|ca8b0c01||Townswoman
   1055672|9a0a0bba||Venomous Arachas
    543696|c80df7f6||Townsman
   1125161|00000000||Looking for someone named Folkert. Light-haired halfling. Ring any bells?
   1125163|00000000||Aye, saw a little one 'round here. Out pickin' herbs.
   1126683|00000000||Mhm… Till he got hurt. Ran across a trail of blood. Trail led me here.
   1126685|00000000||Tis just as you say! Wolves had attacked him, he fled here seekin' shelter. I told him, "Back to your city, young master, plenty such dangers hereabouts." But the fool were stubborn, said he had to pick his blooms aforehand.
   1126688|00000000||Ventured back into the woods… and that were the last of him. Heard howlin' that night, sent shivers down me spine.
   1126690|00000000||So where're his remains? Wolves would've left something - his boots, maybe.
   1126692|00000000||Didn't go lookin'. We's too old to go trampin' about in the woods.
   1125036|00000000||Looking for Folkert, an herbalist's apprentice.
   1126696|00000000||Do better to give an old couple some peace!
   1126694|00000000||You know what happened to the Folkert fellow! My woman told you!
   1125217|00000000||Blood stains in the hut next door - know anything about that?
   1125219|00000000||Aye, 'course. Judd guts game in there.
   1126594|00000000||In someone else's hut?
   1126596|00000000||None live there no more, see? And workin' 'neath a roof, it's more pleasant, civilized. Rain don't whip and sun don't blind.
   1126598|00000000||But why poke your nose in there to start with?
   1125215|00000000||Hut next door - saw blood stains inside.
   1125198|00000000||So long.
   1125037|00000000||Farewell.
   1125187|00000000||This place - what is it?
   1125190|00000000||What is this place, exactly?
   1125192|00000000||A village. Plain to see.
   1126588|00000000||Abandoned huts is about all I see.
   1126590|00000000||Aye, it's only us now. Young folk're gone off to the city, seekin' work. And the old've all died. Ain't that right, Judd?
   1126592|00000000||Right as rain.
   1125167|00000000||Judd! Sharp, now! We've company!
   1126514|00000000||What's brought you to these parts, master? Lost your way?
   1126516|00000000||No. Looking for someone.
   1126518|00000000||Ahh…! Do tell! Perhaps we can help!
   1126520|00000000||Could say that.
   1126522|00000000||Oh no, master, better to stick to the high road 'round here! These're wild lands. Wild and dangerous!
   1125173|00000000||You again? Well, out with it, what brings you here?
   1093551|00000000||Witcher! My heartiest wishes for joy on your new life's path. You've chosen quite the fetchin' wench.
   1100085|00000000||Look, look, look, look! Munchkins playing cards!
   1100087|00000000||In the mood to lighten Geralt's purse?
   1100089|00000000||Geralt won't mind. He's wild about cards!
   1104490|00000000||Those ass ears suit you, friend. Hahaha!
   1109463|00000000||Who's stupid idea was it to make the loser wear these damned ears?
   1109465|00000000||Yours! Don't you remember?!
   1104492|00000000||Save your laughter. Mark my words, I'll soon win. Then we'll see who the ass ears suit best.
   1093550|00000000||Stay away. I must focus on the game.
   1093554|00000000||That witcher's an odd duck.
   1100193|00000000||As freaks tend to be.
   1100195|00000000||But so odd as to talk to themselves?
   1100197|00000000||True, that's a bit out o' sorts. But to his credit, he's a beautiful lass at his side.
   1093556|00000000||Ah, yes. Quite the feather in his cap. Had he a cap.
   1093552|00000000||Blasted gwent. Can't stand it. Soon as I start playing, I just can't stop.
   1100093|00000000||Perhaps you'd care to sit down to some gwent with us?
   1093496|00000000||Most certainly would! You needn't ask twice, midget.
   1100095|00000000||No need for insults.
   1109831|00000000||I'm sorry. I meant no offense.
   1109833|00000000||Were that true, you wouldn't 'ave called him a midget.
   1109835|00000000||I've apologized. What else would you have me do? Bring him flowers?
   1109837|00000000||I'd have you play, and stop talkin'.
   1109821|00000000||Apologies.
   1109820|00000000||I tell it like it is.
   1109823|00000000||It's no insult, it's the truth. He's a midget.
   1109825|00000000||Like I said, that's an insult.
   1109827|00000000||Would you call your chum a giant?
   1109829|00000000||Shut up. You playin' or not?
   1105316|00000000||Let us play, gentlefolk.
   1105318|00000000||What's your wager?
   1109810|00000000||Everything. The whole lot. I'm all in.
   1109812|00000000||Mh. I never knew you to be such a gambler.
   1109814|00000000||You shall see many new sides of me this night, my dear.
   1125056|00000000||Many large sides.
   1109816|00000000||Normally we play that the loser's got to wear the ass ears.
   1109818|00000000||I needn't care. I shan't lose.
   1108852|00000000||I think you look charming.
   1112640|00000000||Quite the lark, this gwent.
   1112642|00000000||Onward, to the next diversion!
   1093534|00000000||You lose, witcher! Hand over the wager. Everything!
   1115592|00000000||Ehrm, perhaps we could reach an arrangement…?
   1115594|00000000||No weaselin' out of this! Hand over the coin!
   1100120|00000000||What do we do now?
   1100122|00000000||Feel good? Losing somebody else's coin?
   1109801|00000000||I meant to win, give you the coin. I've no need for it in the grave.
   1109803|00000000||But you lost, so now I've gotta pay up.
   1093536|00000000||I say, he talking to himself? Roaring drunk already, that's it.
   1109805|00000000||We can't fleece a drunk. Have him don the cap, and we'll call it even.
   1126532|00000000||Just a minute. Bloke needs a lesson. I say he dons the cap and gives us five percent of the coin he has.
   1115596|00000000||Hear that?
   1093538|00000000||Agreed. Five percent is yours. And I shall wear the cap, never fear. A man must do what a man must do, and Vlodimir von Everec's a man among men!
   1100124|00000000||Hear that? So sloshed he thinks he's Vlodimir von Everec.
   1093540|00000000||Rogue's long dead, by my reckoning.
   1112317|00000000||Exactly.
   1100127|00000000||Haha - those ears! You look, uh… interesting.
   1118964|00000000||It'll be midnight soon. The capping will begin. In the barn.
   1118966|00000000||I must have some sort of last hurrah.
   1118968|00000000||Oh, but the capping! All the guests need to be present.
   1100173|00000000||To the witcher and his betrothed!
   1100175|00000000||Hear that, Shani? My betrothed. Know what that means?
   1100198|00000000||No. What?
   1100200|00000000||It means we should act as befits the betrothed.
   1115598|00000000||And what's that mean?
   1115600|00000000||I woo you, you resist, but it all ends as everyone knows it must.
   1115602|00000000||Ahh, the merriment! Good show indeed! Let's continue the ball!
   1093542|00000000||Time to drink. We are at a wedding!
   1100155|00000000||Aye, let's drink, my time's as short as you are, friends!
   1093530|00000000||You're tits up, mate. Slap those ass' ears on your ass' noggin!
   1093532|00000000||Such a shame. I'd already pictured you in those ears. Quite the interesting picture, too.
   1100104|00000000||I know of other ways to look interesting. I could show you…
   1109798|00000000||I'll think about it.
   1130707|00000000||Despite numerous warnings, Geralt ventured deep into Deadwight Wood, where he found the ruins of Castle Arnskrone. There he fought a tough battle against an ancient leshen and found the earthly remains of Walter Romilly, and with them the eccentric count's journal.<br>
   1130708|00000000||Part of the count's journal described his foul treatment of Anastasia von Bourmann, who he believed to have been marked by a leshen. It also made mention of coin stashed somewhere beneath the castle.<br>
   1130709|00000000||Deep within the castle's subterranean passages Geralt uncovered Count Romilly's dark secret and the source of his wealth. The bleak ruins also contained treasure, which the witcher found and kept.
   1130710|00000000||Search the ruins of Count Romilly's castle.
   1130711|00000000||Read Count Romilly's notes.
   1130758|00000000||The Secret Life of Count Romilly
    390402|0001a55a||Townsman
   1137349|f416959f||Ewald Borsodi
   1123486|00000000||I found the hearth huffer.
   1123488|00000000||Really? Where is he?
   1123490|00000000||Hm… misfortune befell him. Sad, really. Shan't be seeing him again.
   1106738|00000000||I found a stick by a tree.
   1127315|00000000||A stick in the woods? Quite the discovery.
   1107261|00000000||Don't laugh. I've cracked the case - chased by the mutt, the flame sniffer scampered up the tree, his heft snapping a branch.
   1106740|00000000||He survived the incident, no blood to be found… though no fire snorter, either.
   1112948|00000000||So you haven't actually found him.
   1112950|00000000||Not as such... but I'm close, I can smell it.
   1106750|00000000||No discoveries of note as yet.
   1107267|00000000||But I shan't give up. This witcher work suits me swimmingly.
   1106728|00000000||How goes the search?
   1106730|00000000||I've found the hearth huffer. Damned fine work, eh?
   1106732|00000000||Yes. Where is he?
   1110587|00000000||Buggered off. Doubt we'll see any more of him.
   1094033|00000000||The hound tore its chain off the wall. Underfed, it seems.
   1101798|00000000||Or else the ash licker really boiled the mutt's blood.
   1105959|00000000||Wonderful, my juicy pear. I shall continue my travails while you rest. Shan't be long now.
   1094231|00000000||Following some dog's trail? Not exactly how I imagined this wedding. Think I'll wait here.
   1100611|00000000||A broken branch. As if one too heavy sought to scamper up this tree.
   1101822|00000000||Seems our fire eater swallows a great deal more than fire.
   1127313|00000000||Or perhaps someone was merely gathering kindling? Ah, there is joy in this ferreting!
   1094035|00000000||A bone gnawed so clean I've only ever seen two like this. One in an anthill.
   1101806|00000000||The other when I caught a hen after not eating for a week.
   1094097|00000000||More dog tracks. This witcher business is a jest.
   1101808|00000000||I'm clearly on the right trail. Unless, I'm not…
   1094095|00000000||A dog made these tracks, true, but a small one. Yet judging by its house, Daemon is a hulk.
   1101814|00000000||But beggars can't choose their tracks… so I shall follow these.
   1094099|00000000||A spark spitter's cap, if I've ever seen one. As jesterly as they come.
   1101818|00000000||Chap must've lost it running from Daemon.
   1101820|00000000||Two conclusions, then - our magician is fat, and a coward.
   1094037|00000000||Its bowl is chipped?
   1101812|00000000||Tried to devour its bowl along with its supper? Daft mutt.
    302655|9ae9a455||Boar
   1055084|06691856||Peasant
   1116505|00000000||Tee-hee. Give us a kiss!
   1116507|00000000||Gwent's nothin'! Prefer my wife's arse any day!
   1125345|00000000||You should try it!
   1127391|00000000||Give us a kiss, donkey-love! Tee-hee.
   1115932|00000000||Yes?
   1115934|00000000||What do you want, Geralt?
   1115936|00000000||Calm down.
   1115938|00000000||Hey, witcher!
    492065|acfa93d4||Beggar
   1056133|0b95e2d9||Sick Man
   1115509|00000000||Behold. Wars've started over uglier wenches. Well, raids've been undertaken, at least.
   1115511|00000000||True, she looks lovely. Let's go.
   1115513|00000000||Whoa, whoa, hold! Mean to go in… wearing that?
   1115515|00000000||What else?
   1115517|00000000||Have you seen how she's dressed? I'll not parade at that jewel's side in a rank tunic.
   1115519|00000000||You need a robe! One daren't attend a wedding in anything less!
   1115521|00000000||Don't happen to have a robe handy.
   1115523|00000000||What do you mean? What about that?
   1115549|00000000||Good idea.
   1115558|00000000||All in all… why not.
   1115560|00000000||Ah! That's the spirit!
   1105288|00000000||You see? Geralt can't hold a candle to me.
   1105294|00000000||You see? Geralt's been a pill, a nag. That all changes today.
   1108093|00000000||Dramatically, I'd say. He's never been very talkative, to start with.
   1105296|00000000||He's been a fool. But I shall make up for that now - will you marry me?
   1105298|00000000||Hah. A big step, but I will think about it. For now, we should simply enjoy my friend's wedding.
   1108123|00000000||We'll talk later. Let's go to this wedding. The sooner the ghost has his fun, the sooner this'll be over.
   1108125|00000000||Finally, something that's not utter tripe. We shall dance till the break of dawn!
   1108180|00000000||You get till midnight, and not a second longer.
   1108182|00000000||That's not enough. I shan't even get properly soused by midnight, let alone--
   1108184|00000000||Make an effort. I'm sure you'll manage. You get to frolic and carouse till midnight - that's our deal. Then there's the capping. Then you go back where you came from.
   1115587|00000000||So be it.
   1113673|00000000||This way, my strawberry.
   1113675|00000000||Aaaaah. Hello, world - I'm back.
   1113677|00000000||I'll be damned - a proper wedding. Overladen tables, plenty of worthy drinking companions… and a swarm of fair maids…
   1113680|00000000||But none compare to you, my dear rhubarb.
   1108157|00000000||Beware of the dog, Shani. Judging by the size of its house, the mutt must be big as a horse.
   1108159|00000000||Thanks for your concern, but the doghouse is empty.
   1108162|00000000||They let a man-eater like that run free? Have the wedding guests been warned? Seems we are indeed in for a cracking good time.
   1108168|00000000||Oh, what a lovely rowan! I remember making necklaces of the fruit when I was a child.
   1108170|00000000||Ah, the berries make for splendid hooch! Olgierd and I'd brew it in our teething years.
   1109368|00000000||I shall introduce you to the newlyweds now. Try to behave.
   1109370|00000000||For you, my rowan petal, I'd do anything.
   1108118|00000000||Let's go to this wedding.
   1108109|00000000||For example?
   1108120|00000000||What, for example?
   1108130|00000000||It would do you good to be more relaxed sometimes.
   1108132|00000000||Relaxed? So you think I'm uptight?
   1108134|00000000||What I mean is it would be nice from time to time if you could sit back and enjoy life, instead of going around solving everyone's problems.
   1108136|00000000||But what does-- Ugh, I don't understand.
   1108138|00000000||Of course you don't. You're as dense as year-old hardtack. Luckily, you've got me.
   1108091|00000000||May I please speak to Geralt for a moment?
   1108095|00000000||Whatever for? This evening is about my pleasure, not his.
   1108097|00000000||Just for a moment? Then you can jump right back in.
   1108100|00000000||Be quick. I'll not stand here doing naught. I'm to enjoy myself.
   1108102|00000000||Geralt, I'm about to introduce you to the newlyweds. Please make sure your friend doesn't embarrass me.
   1093297|00000000||I can't make him do anything. All that nonsense is his. Feel like an ass saying it.
   1108108|00000000||I liked some of that nonsense.
   1105290|00000000||Be assured - you'll like me even better when you come to know me more intimately.
   1108089|00000000||How intimately?
   1105292|00000000||Enough to get a sense of my assets, my dear. Trust me, they're nothing to scoff at.
   1105287|00000000||We must get to know each other better.
   1099202|00000000||May they draw and quarter me if I've ever seen a lovelier lass!
   1108087|00000000||Nothing left of you to draw and quarter, alas.
   1099204|00000000||Doe eyes! A swan's soft, supple neck! And a waist so slim you could grip it one-handed!
   1099208|00000000||You're actually quite amusing this way.
   1115573|00000000||Perfect fit. It feels tailor-made.
   1115575|00000000||Now for shoes. One must wear shoes to a wedding.
   1140043|00000000||Hm. And we must be neat…
   1115570|00000000||Ah, this'll do wonderfully.
   1115553|00000000||Oh, no. We're not gonna steal.
   1115555|00000000||Come, now. We're merely borrowing.
   1115548|00000000||Not about to steal.
   1140348|00000000||No sign of her yet. We need to wait.
   1140351|00000000||This is very romantic.
   1140353|00000000||Fuck off.
   1108046|00000000||Seen how you look at Shani. Treat her right, or you'll have me to reckon with.
   1108044|00000000||Witcher, try me mum's apple tart. It's divine. But stay away from the gingerbread. Didn't turn out, sadly.
